명칭,우편번호,관리자,전화번호,주소,위도,경도,개요,문의 및 안내,규모,좌석수,주차 시설,어린이놀이방,개업일,영업시간,쉬는날,대표메뉴,취급메뉴,할인정보,금연/흡연,신용카드정보,포장가능,예약안내,상세정보,인허가번호
망고하이,63534,,,제주특별자치도 서귀포시 일주서로 972,33.2582551998,126.4068748184,"망고하이는 서귀포 중문관광단지에 있다. 층고가 높은 이국적인 분위기의 망고전문점으로 저녁시간에 조명으로 눈에 띄는 곳이다. 망고 전문점인 만큼 생망고, 애플망고, 골드망고, 코코넛망고 등 다양한 망고 메뉴를 추천하고 있으며 생망고의 경우 일일 한정수량 판매하고 있다. 선물하기 좋은 포장 가공식품과 텀블러 등 굿즈도 판매하고 있으며 외부 테라스의 경우 저녁 10시까지 운영한다. 주변 여행지로 베릿네오름, 제주국제평화센터, 중문색달해수욕장 등이 있다.",064-738-1051,,,있음,0,,10:00 ~ 21:30,연중무휴,시그니처 눈꽃망고파르페,"시그니처 애플망고블렌디드, 골드망고블렌디드, 골드망고바나나, 골드망고밀크 등",,,,,,":
",20210624557
래용,63070,,,제주특별자치도 제주시 우정로 17 제웅1차솔내음빌리지,33.4912409352,126.4311758095,"래용은 제주공항근처 외도일동에 있다. 회전초밥 전문점으로 매일 싱싱한 생선회를 사용하여 조금씩 메뉴가 바뀐다. 접시는 4가지 가격으로 운영하고 초밥류 이외에 소바, 튀김, 알밥, 장국 등 다양한 일식 음식이 올라오고 동네 안에 있는 만큼 어린이가 좋아할 만한 돈가스 같은 메뉴와 음료도 있다. 점심 특선과 초밥류 모두 가성비가 좋고 도민 맛집으로 소문난 곳이다. 주변 여행지로 연대포구, 알작지 등이 있다.",064-712-4434,,,없음,0,,11:30~22:00 (14:00 ~ 18:00 브레이크타임),토요일,회전초밥,"튀김류, 소바, 계란말이, 점심특선",,,,,,,20130627436
알동네집,63005,,,제주특별자치도 제주시 연명로 545,33.3167743233,126.2675300577,알동네집은 저지리 명리동회관 근처에 있다. 제주도 흑돼지 자투리구이와 흑돼지 삼겹살 연탄구이 전문점으로 자투리고기란 고기를 부위별로 나누어 추렴한 후 남는 부위를 뜻한다. 즉 어느 부위의 자투리인지 특정할 수 없기 때문에 구성은 항상 바뀌고 가격대가 저렴하여 도민이 즐겨 찾는 맛집이다. 함께 주문할 수 있는 돌 솥밥과 찌개 세트도 푸짐하여 여행자들도 많이 찾으며 식사류만 주문은 점심시간까지 운영한다. 주변 여행지로 환상숲곶자왈공원 등이 있다.,064-772-3337,,,있음,0,,11:00 ~ 21:00,목요일,짜투리고기,"흑돼지오겹, 돌솥밥+김치찌개, 돌솥밥+된장찌개, 냉면 등",,,,,,":
",20140627520
어브라운브리즈,63230,,,제주특별자치도 제주시 박성내동길 49-1,33.4908566601,126.5439271267,"어브라운브리즈는 제주 탐라중학교 근처에 있다. 제주시민들 사이에서 베라체 카페로 통하며 크림색과 우드톤이 어우러진 깔끔한 분위기의 도민 맛집이다. 크림 커피와 매장에서 직접 구운 치즈케이크, 르뱅쿠키 등이 유명한 디저트 카페로 인기 메뉴는 얼그레이 바스크 치즈케이크이며 직접 만드는 초콜릿 소스를 쓴다. 두툼한 클래식 프렌치토스트는 브런치로 먹기 좋으며 홀케이크와 쿠키 단체 주문도 받고 있다. 주변 여행지로 제주민속자연사박물관 등이 있다.",064-725-6935,,,없음,0,,10:00 ~ 21:00,수요일,아몬드크림라떼,"바스크치즈케이크, 아인슈페너, 아메리카노,  르뱅쿠키 등",,,,,,":
",20220898451
5L2F,63344,,,제주특별자치도 제주시 와흘상길 30,33.4939577489,126.6335581582,"5L2F(오엘이에프)는 제주 동쪽 중산간 와흘리에 있다. 5L2F는 성경에서 나오는 5개의 떡과 2개의 물고기를 의미한다. 로스터리 카페로 다양한 커피 메뉴가 있으며 시그니처인 크림크레마는 크림 라테, 153커피는 진한 라테, 뜬구름은 시나몬 카푸치노이다. 라테 맛집으로 알려져 있으며 디저트로 군밤 메뉴가 독특하고 케이크류는 유기농 밀가루, 원당을 사용한다. 매장에서 직접 볶은 원두와 드립백 커피를 판매한다.",064-752-5020,,,있음,0,,10:00 ~ 18:00,"일, 월요일",크림크레마,"153커피, 에스프레소, 군밤, 뜬구름시나몬, 치즈케이크 등",,,,,,,20180621998
장수애섬식당,63594,,,제주특별자치도 서귀포시 남성중로 2-3,33.2433981431,126.5596952349,"제주도 서귀포시에 위치한 장수애섬 식당은 통갈치를 전문으로 하는 각종 생선 조림과 전복 해물탕을 취급하는 업소이다. 통갈치,해물탕,전복죽,토막갈치,전복구이,문어제육볶음,각종생선구이류를 판매한다.",064-763-2999,,,주차 가능,0,,09:00 ~ 21:00,매주 수요일,해물탕,해물탕 / 통갈치조림 / 옥돔구이 외,,,가능,가능,전화문의예약,":
",19990631111
롤링브루잉,63278,,,제주특별자치도 제주시 일도일동 1168-1,33.5131317362,126.5291251293,"이효리가 반한 에스프레소 바
커피 마니아이거나, 커피에 집중할 수 있는 카페를 찾는다면 롤링브루잉을 추천한다. 산지에 따라 스페셜티 원두가 지닌 각각의 특색을 살린 로스팅이 매우 돋보인다. 에스프레소 메뉴 외에 콜드브루, 라떼, 아이스티, 아이스크림 등도 있다. 힙한 느낌의 매장 내부를 돌아다니는 고양이는 이 가게의 마스코트. 이효리, 이상순 부부가 들러 소서에 남기고 간 사인도 볼 수 있다.",010-9312-5222,,,,0,,09:00~19:00,,,,,,,,,":
",
고기에오르다 노형직영점,63083,,,제주특별자치도 제주시 노형13길 16,33.4825954186,126.4783246831,"한국 유일의 제주도 흑돼지 숯불 꼬치구이 전문점이다.
자체적으로 숙성한 흑돼지를 꼬치에 끼워서 강력한 숯불 화력으로 자동 회전하며 굽는다.
살코기는 소고기와 같은 부드러움과 엄청난 육즙이 나오고, 삼겹살 부위는 쫄깃한 식감과 고소함을 맛볼 수 있는데 일반적인 흑돼지 전문점과는 다른 차별화된 흑돼지(돼지고기)의 맛을 느낄 수 있다.
오리고기 또한 흑돼지와 같이 방식으로 구워서 먹는데 오리고기를 좋아하는 사람이라면 더욱 맛있게 먹을 수 있다.
식사 메뉴로는 진한 국물의 왕갈비탕과 황태콩나물해장국, 김치찌개, 김치말이국수 등이 있는데 왕갈비탕과 김치말이국수는 많은 사람들이 극찬하는 메뉴이다.
제주도 여행을 하는 사람들 중에 제주도 맛집을 찾는다면 꼭 한 번 맛보는 것을 추천한다.",0507-1382-7587,,,주차가능,0,,월~토 11:00~22:50<br />일요일 14:00~22:50,연중무휴,흑돼지,흑돼지 / 왕갈비탕 / 오리한마리 외,,,,,,":
",20160628968
금강민물장어,63589,금강민물장어,064-733-2119,제주특별자치도 서귀포시 일주동로 8597,33.2543165395,126.5695496912,"이곳의 주메뉴는 민물장어구이로 주문한 장어는 초벌구이되어 나오기 때문에 손님상에서는 뒤집으며 굽지 않는다. 특별한 한방소스, 고추장 소스를 곁들여 장어의 고소한 맛을 그대로 느낄 수 있다. 여러가지 소스를 찍어 다른 맛을 느낄 수 있고 곁들어 나오는 동치미는 장어의 기름진 맛을 깔끔하게 해소시켜 준다. 별실이 별도 준비되어 있지만 예약제로 운영이 되고 있다.",064-733-2119,,150석,주차 가능,0,2001-03-01,10:00 ~ 22:00,명절연휴,한방구이,왕소금구이 / 고추장소스구이 / 한방구이 외,,모두 금연석,가능,가능(일부 메뉴),"전화 예약 가능 (064-733-2119,064-762-2119)","화장실:남녀구별, 식당내부
",20030631280
성읍칠십리식당,63624,성읍칠십리식당,064-787-0911,제주특별자치도 서귀포시 표선면 성읍정의현로 74,33.3892692352,126.8013293276,"성읍칠십리식당에서는 요리에 제주산 흑돼지를 사용하는데, 흑돼지 농장에서 독점 공수 받는 고기는 육질이 부드럽고 누린내가 나지 않는다. 또한 감귤나무로 초벌하여 흑돼지구이의 풍미를 더한다. 또한 쑥을 넣어만든 메밀전, 접하기 힘든 꿩고기로 만든 꿩감자 칼국수 등 제주의 별미를 맛볼 수 있는 식당이다. 꿩 감자국수는 꿩을 8시간 동안 우려내 진한 육수를 뽑고, 감자전분으로 만든 면을 사용하여 만드는 별미 국수이다. 성읍 민속 마을의 분위기가 그대로 전해지는 전통가옥에 자리 잡고 있다.",064-787-0911,,,주차 가능,0,,11:00 ~ 20:00,"매달 2,4번째 목요일 휴무",제주토종흑돼지구이,제주토종흑돼지구이 / 꿩감자국수 외,,모두 금연석,가능,,전화 예약 가능 (064-787-0911),"화장실:남녀구별, 식당내부
",19870631022
장수해장국,63546,장수해장국,064-738-5667,제주특별자치도 서귀포시 천제연로 152,33.2525699403,126.4210514935,중문 관광단지에서 천제연폭포 근처 식당가의 시초가 되었다는 장수해장국이다. 사골국밥과 뼈해장국의 진하고 시원한 맛은 든든한 식사가 된다. 중문 여미지식물원의 전경이 눈앞에 펼쳐지는 전망 좋은 식당이다.,064-738-5667,,,주차 가능,0,,00:00 ~ 24:00,연중무휴,사골국밥,사골국밥 / 얼큰사골국밥 / 뼈해장국 / 내장국밥 / 순대국밥 외,,모두 금연석,가능,가능,전화 예약 문의 (064-738-5667),"화장실:남녀개별 / 식당내외부
",19930631037
진미명가,63528,진미명가,064-794-3639,제주특별자치도 서귀포시 안덕면 사계남로 167,33.2283513861,126.3076174292,"어떤 부위도 버릴 데가 없어 30가지 이상의 맛을 볼 수 있다는 제주도의 다금바리, 제주도 뿐만 아니라 한국에서 다금바리로 가장 유명한 집이 바로 진미명가이다. 오랜 전통의 진미명가는 3대째 운영되고 있는 전통 있는 명가이며, 다금바리 회를 대중화한 곳이 바로 이곳이다. 진미명가의 대표인 강창건 명인은 다금바리 회 조성물 및 제조법 발명특허 1호이며, 2006년 슬로푸드 세계본부에서 선정한 세계 100대 요리 거장이기도 하다. 또한 다금바리에 대한 특허만도 여러 개를 보유하고 있으며, 다금바리에 대한 연구 노력이 남다르신 분이다.",064-794-3639,,,주차 가능,0,,11:30 ~ 20:30,월 2회 (월요일 또는 화요일),활어회정식,활어회정식 / 회덮밥 / 매운탕 / 백탕 외,,모두 금연석,가능,가능(일부 메뉴),"전화 예약 문의 (064-794-3639, 0033)","화장실:남녀개별 / 식당내,외부에 위치
",19830631004
천제연토속음식점,63534,천제연토속음식점,064-738-3120,제주특별자치도 서귀포시 천제연로 45,33.2567248764,126.4108745060,100명도 수용 가능한 많은 좌석을 보유한 음식점이다. 대표메뉴는 갈치조림이다. 제주특별자치도 서귀포시에 있는 한식 전문점이다.,064-738-3120,,100석,가능,0,2002-12-01,08:30 ~ 21:30,연중무휴,갈치조림,갈치조림 / 전복구이 / 통갈치구이세트 / 고등어쌈밥 외,,금연,가능,가능(일부 메뉴),전화 예약 가능 (064-738-3120),"화장실:남녀구별, 식당외부
",19910631148
보건식당,63213,보건식당,064-753-9521,제주특별자치도 제주시 동광로6길 19,33.5004359779,126.5327695455,"제주 시청 동쪽, 구 보건소 앞에 위치한 보건식당은 오분자기 뚝배기와 옥돔구이, 성게국 등 제주 향토음식을 맛볼 수 있는 20여 년 된 향토음식점이다. 메뉴는 크게 오분자기 뚝배기, 해물전골, 뚝배기, 성게국, 옥돔구이 등이 있는데, 제주도의 오분자기 어획량이 줄어들어 지금은 이 식당에서 오분자기 뚝배기를 먹는 것은 매우 운이 좋은 경우라고 한다.",064-753-9521,,,주차 가능,0,,07:00 ~ 20:30,첫째·셋째주 수요일 / 명절당일,오분작뚝배기,오분작뚝배기 / 갈치조림 / 고등어조림 / 한치무침 / 갈치국 외,,모두 금연석,가능,가능(일부 메뉴),전화 예약 문의 (064-753-9521),"화장실:남녀공용, 식당외부에 위치
",19900627001
유빈,63167,유빈,064-753-5218,제주특별자치도 제주시 탑동로 55,33.5180421425,126.5190147860,"고급 식재료 중 하나인 전복은 타 지역에 비해 제주도에서 많이 맛볼 수 있다. 고급 식재료인 만큼 가격은 비싸지만 영양과 맛에서 비싼 이유를 찾을 수 있다. 유빈식당의 전복죽은 비린 맛이 안 느껴지며 전복죽이 하얀색이라는 고정관념을 깨고 노란색의 색다른 맛을 느낄 수 있다. 죽뿐 아니라 구이와 회로도 즐길 수 있으며, 예약을 하고 간다면 조리하는 시간을 기다리지 않고 바로 즐길 수 있어 좋다.<br>",064-753-5218,,,주차 가능,0,,08:00 ~ 19:00,연중무휴,전복죽,전복죽 / 전복스테이크 / 전복뚝배기 / 전복모둠회 외,,모두 금연석,가능,가능(일부 메뉴),전화 예약 가능 (064-753-5218),"화장실:남녀개별, 업소내 위치
",19880627150
서울뚝배기,63142,서울뚝배기,064-712-4550,제주특별자치도 제주시 아연로 10,33.4807348057,126.4966509099,"제주시 연동에 위치한 서울뚝배기의 메뉴로는 옥돔구이, 해물뚝배기, 전복뚝배기, 고등어조림, 갈치조림, 갈치구이 등이 있다.",064-712-4550,,,주차 가능,0,,06:00 ~ 21:00 (전화문의),연중무휴,옥돔구이,옥돔구이 / 해물뚝배기 / 전복뚝배기 / 고등어조림 / 갈치조림 외,,모두 금연석,가능,가능,전화 예약 문의 (064-712-4550),"화장실:남녀개별 / 업소 내부 위치
",20030627314
삼성혈해물탕,63122,삼성혈해물탕,064-745-3000,제주특별자치도 제주시 선덕로5길 20,33.4912225503,126.4977255785,"제주도청 뒤편에 자리 잡고 있는 삼성혈해물탕은 싱싱하고, 다양한 해물을 재료로 한 푸짐한 해물탕이 인기이다.",064-745-3000,,,주차 가능(인근 공영주차장),0,,10:00 ~ 21:00,연중무휴,해물탕,해물탕 / 전복회 / 산낙지 / 해물뚝배기 외,,모두 금연석,가능,가능(일부 메뉴),전화 예약 문의 (064-745-3000),,19970627532
성산해오름식당,63643,성산해오름식당,064-782-2256,제주특별자치도 서귀포시 성산읍 일출로 260,33.4643630428,126.9315329889,성산해오름식당은 성산일출봉 입구에 위치하여 찾기 쉽고 여유롭게 제주의 특별한 맛을 음미할 수 있는 곳으로 여행객들이 많이 찾는 맛집이다.,064-782-2256,,,주차 가능,0,,08:00 ~ 20:00,연중무휴,통갈치구이,통갈치구이 / 옥돔구이 / 갈치조림 / 해물전골 외,,모두 금연석,가능,가능(일부 메뉴),전화 예약 문의 (064-782-2256),"화장실:남녀개별, 업소 외부 위치
",19980631274
서귀포흑돼지명가,63571,서귀포흑돼지명가,064-739-7347,제주특별자치도 서귀포시 태평로 122(호근동),33.2441004742,126.5363861278,"30년 넘는 전통의 서귀포흑돼지명가는 2대에 걸쳐 이어져 오고 있으며, 제주도 청정 암퇘지 갈비는 엄선된 천연 재료로 만든 양념으로 만들어져 아주 독특한 맛을 낸다. 직장인이나 관광객들의 간단한 점심 식사를 위해 마련한 정식 메뉴를 비롯하여 뚝배기, 건강식 장수 해물탕, 매콤한 맛이 일품인 갈치조림, 얼큰한 된장찌개 등은 서귀포흑돼지명가의 전통 메뉴로 사랑받고 있다. 특히 서귀포흑돼지명가에서는 화학조미료를 사용하지 않는 것이 특징이다. 겨울을 제외한 계절에는 테라스에서 가벼운 음료나 맥주 등을 즐길 수 있으며, 식사 후 가볍게 연인이나 가족들과 산책할 수 있는 정원도 있어서 좋다.",064-739-7347,,,주차 가능,0,,10:00 ~ 22:00,일요일 휴무,제주흑돼지오겹살,제주흑돼지오겹살 / 전복뚝배기 / 해물탕 외,,모두 금연석,가능,가능(일부 메뉴),"전화 예약 가능 (064-738-6939, 739-7347)","화장실:남녀개별 / 업소 내부 위치
",20030631249
